,Occupation_Code,Occupation_Title,Total_Employees,Mean_Annual_Wage,Annual_10th_Percentile_Wage,Annual_25th_Percentile_Wage,Annual_Median_Wage,Annual_75th_Percentile_Wage,Annual_90th_Percentile_Wage,Probability of Automation,Alabama,Alaska,Arizona,Arkansas,California,Colorado,Connecticut,Delaware,District of Columbia,Florida,Georgia,Hawaii,Idaho,Illinois,Indiana,Iowa,Kansas,Kentucky,Louisiana,Maine,Maryland,Massachusetts,Michigan,Minnesota,Mississippi,Missouri,Montana,Nebraska,Nevada,New Hampshire,New Jersey,New Mexico,New York,North Carolina,North Dakota,Ohio,Oklahoma,Oregon,Pennsylvania,Rhode Island,South Carolina,South Dakota,Tennessee,Texas,Utah,Vermont,Virginia,Washington,West Virginia,Wisconsin,Wyoming
1165,514020,"Forming Machine Setters, Operators, and Tenders, Metal and Plastic","120,170","37,460","23,060","28,170","35,830","45,500","54,800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1166,514021,"Extruding and Drawing Machine Setters, Operators, and Tenders, Metal and Plastic","71,960","35,340","22,440","27,080","33,870","42,190","50,260",0.91,2270.0,0.0,690.0,970.0,3770.0,720.0,1430.0,250.0,0.0,1610.0,2700.0,0.0,0.0,1790.0,5150.0,740.0,550.0,1930.0,370.0,190.0,470.0,1340.0,2800.0,1700.0,330.0,2330.0,0.0,240.0,570.0,790.0,1430.0,140.0,1250.0,4320.0,0.0,6480.0,730.0,780.0,4940.0,0.0,2280.0,230.0,1980.0,5210.0,460.0,180.0,1110.0,900.0,330.0,2740.0,0.0
1167,514022,"Forging Machine Setters, Operators, and Tenders, Metal and Plastic","19,160","38,710","22,740","28,600","36,930","47,420","57,860",0.93,600.0,0.0,60.0,120.0,1740.0,160.0,130.0,0.0,0.0,120.0,550.0,0.0,0.0,810.0,1880.0,230.0,220.0,480.0,0.0,0.0,0.0,690.0,1380.0,280.0,90.0,350.0,0.0,0.0,0.0,80.0,220.0,0.0,280.0,930.0,0.0,1010.0,140.0,180.0,1040.0,0.0,240.0,80.0,1980.0,1750.0,0.0,0.0,0.0,0.0,0.0,470.0,0.0
1168,514023,"Rolling Machine Setters, Operators, and Tenders, Metal and Plastic","29,060","41,900","26,040","31,980","40,680","50,470","60,750",0.83,700.0,0.0,110.0,0.0,2250.0,190.0,380.0,70.0,0.0,130.0,640.0,0.0,0.0,690.0,4290.0,250.0,170.0,1670.0,250.0,0.0,190.0,510.0,2690.0,840.0,380.0,290.0,0.0,320.0,0.0,70.0,440.0,0.0,430.0,580.0,0.0,2680.0,500.0,160.0,1760.0,30.0,1460.0,70.0,710.0,950.0,200.0,0.0,480.0,490.0,100.0,510.0,0.0
1169,514030,"Machine Tool Cutting Setters, Operators, and Tenders, Metal and Plastic","331,110","35,470","22,040","26,690","33,620","42,330","51,850",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1170,514031,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic","192,800","34,210","21,630","26,060","32,370","40,090","50,330",0.78,5680.0,70.0,1840.0,2770.0,14300.0,1160.0,2050.0,220.0,0.0,3830.0,4120.0,0.0,0.0,9570.0,11610.0,2840.0,1710.0,7050.0,700.0,280.0,700.0,2600.0,18430.0,8570.0,1680.0,3100.0,170.0,660.0,970.0,500.0,3970.0,200.0,4200.0,6860.0,160.0,17760.0,2740.0,1450.0,8550.0,630.0,2800.0,960.0,6560.0,12810.0,940.0,200.0,2240.0,2240.0,590.0,9170.0,0.0
1171,514032,"Drilling and Boring Machine Tool Setters, Operators, and Tenders, Metal and Plastic","12,290","38,880","23,450","28,440","36,410","46,850","57,660",0.94,0.0,0.0,0.0,100.0,1650.0,160.0,260.0,0.0,0.0,210.0,160.0,0.0,0.0,800.0,500.0,140.0,240.0,180.0,200.0,0.0,70.0,240.0,920.0,400.0,70.0,230.0,0.0,70.0,120.0,60.0,210.0,0.0,440.0,280.0,60.0,660.0,380.0,200.0,430.0,60.0,170.0,70.0,240.0,800.0,0.0,0.0,260.0,70.0,0.0,330.0,0.0
1172,514033,"Grinding, Lapping, Polishing, and Buffing Machine Tool Setters, Operators, and Tenders, Metal and Plastic","74,600","34,920","21,960","26,240","32,890","41,360","50,640",0.95,1330.0,0.0,1090.0,530.0,8500.0,740.0,1340.0,0.0,0.0,1840.0,1140.0,0.0,80.0,3480.0,4280.0,930.0,1080.0,910.0,170.0,290.0,240.0,1450.0,4680.0,2090.0,840.0,1890.0,140.0,310.0,230.0,730.0,1090.0,110.0,2070.0,2020.0,270.0,6880.0,830.0,1670.0,3830.0,480.0,1490.0,150.0,1840.0,3850.0,530.0,160.0,790.0,1100.0,190.0,4810.0,30.0
1173,514034,"Lathe and Turning Machine Tool Setters, Operators, and Tenders, Metal and Plastic","33,850","39,630","24,930","30,940","38,480","47,700","56,990",0.84,530.0,0.0,210.0,360.0,4330.0,100.0,1420.0,0.0,0.0,430.0,740.0,0.0,30.0,2570.0,1780.0,250.0,250.0,340.0,190.0,90.0,220.0,880.0,2710.0,270.0,80.0,610.0,0.0,130.0,130.0,110.0,490.0,0.0,1400.0,1110.0,0.0,1740.0,620.0,150.0,1790.0,0.0,410.0,0.0,810.0,4250.0,90.0,50.0,210.0,340.0,80.0,1250.0,0.0
1174,514035,"Milling and Planing Machine Setters, Operators, and Tenders, Metal and Plastic","17,560","41,180","24,370","30,940","39,840","49,430","60,930",0.98,300.0,0.0,490.0,90.0,2440.0,190.0,250.0,0.0,0.0,220.0,0.0,0.0,50.0,1030.0,360.0,220.0,240.0,340.0,50.0,40.0,60.0,570.0,1150.0,370.0,90.0,450.0,0.0,90.0,60.0,70.0,500.0,0.0,540.0,610.0,0.0,1380.0,180.0,140.0,1010.0,30.0,150.0,0.0,490.0,1620.0,70.0,80.0,290.0,350.0,50.0,300.0,0.0
1175,514040,Machinists,"391,120","43,220","25,900","32,710","41,700","52,190","62,590",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1176,514041,Machinists,"391,120","43,220","25,900","32,710","41,700","52,190","62,590",0.65,6410.0,220.0,5910.0,2680.0,34860.0,4250.0,7660.0,420.0,140.0,9680.0,7310.0,260.0,1340.0,33940.0,17420.0,4150.0,4420.0,6140.0,5030.0,1360.0,3110.0,7660.0,26540.0,12820.0,1940.0,6500.0,400.0,4000.0,620.0,2170.0,4490.0,680.0,13890.0,10720.0,700.0,27560.0,5540.0,3600.0,19120.0,1490.0,10910.0,960.0,7580.0,26450.0,3400.0,600.0,6460.0,9970.0,1840.0,15210.0,580.0
1177,514050,"Metal Furnace Operators, Tenders, Pourers, and Casters","26,300","40,360","24,250","31,010","39,220","48,570","58,340",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1178,514051,Metal-Refining Furnace Operators and Tenders,"17,730","41,840","24,700","32,260","41,040","50,000","59,980",0.88,1200.0,0.0,0.0,230.0,390.0,100.0,50.0,0.0,0.0,300.0,90.0,0.0,0.0,680.0,2050.0,200.0,0.0,550.0,0.0,0.0,0.0,160.0,1020.0,240.0,80.0,270.0,0.0,50.0,110.0,50.0,150.0,0.0,530.0,830.0,0.0,1200.0,260.0,240.0,1640.0,120.0,430.0,0.0,460.0,580.0,620.0,0.0,190.0,590.0,0.0,640.0,0.0
1179,514052,"Pourers and Casters, Metal","8,560","37,300","23,570","28,990","36,180","44,770","52,590",0.87,490.0,0.0,0.0,100.0,410.0,60.0,0.0,0.0,0.0,80.0,100.0,0.0,0.0,310.0,510.0,210.0,40.0,360.0,0.0,0.0,0.0,40.0,300.0,260.0,0.0,480.0,0.0,0.0,0.0,0.0,130.0,0.0,340.0,220.0,0.0,600.0,0.0,160.0,1050.0,0.0,60.0,0.0,70.0,610.0,110.0,0.0,0.0,340.0,40.0,580.0,0.0
1180,514060,"Model Makers and Patternmakers, Metal and Plastic","9,680","48,280","25,860","34,170","46,600","60,630","74,490",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1181,514061,"Model Makers, Metal and Plastic","6,250","50,360","25,590","34,460","48,550","64,840","78,010",0.93,0.0,0.0,0.0,0.0,440.0,50.0,100.0,0.0,0.0,130.0,30.0,0.0,0.0,290.0,150.0,90.0,0.0,50.0,0.0,0.0,0.0,130.0,1190.0,280.0,40.0,50.0,0.0,0.0,0.0,0.0,140.0,0.0,230.0,130.0,0.0,460.0,0.0,0.0,180.0,0.0,400.0,0.0,670.0,200.0,60.0,0.0,30.0,110.0,0.0,200.0,0.0
1182,514062,"Patternmakers, Metal and Plastic","3,420","44,490","26,510","33,750","44,210","54,880","62,590",0.9,120.0,0.0,0.0,0.0,280.0,0.0,0.0,0.0,0.0,330.0,40.0,0.0,0.0,170.0,250.0,80.0,60.0,0.0,0.0,0.0,0.0,0.0,300.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,60.0,0.0,360.0,70.0,190.0,210.0,0.0,0.0,0.0,30.0,210.0,0.0,0.0,0.0,40.0,0.0,260.0,0.0
1183,514070,"Molders and Molding Machine Setters, Operators, and Tenders, Metal and Plastic","158,370","32,930","21,040","24,690","30,820","38,920","48,720",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1184,514071,Foundry Mold and Coremakers,"12,810","36,030","23,910","28,340","34,790","42,330","49,970",0.67,130.0,0.0,130.0,60.0,670.0,0.0,120.0,0.0,0.0,110.0,0.0,0.0,0.0,430.0,590.0,400.0,160.0,0.0,0.0,0.0,40.0,170.0,1160.0,260.0,230.0,220.0,0.0,90.0,0.0,190.0,310.0,0.0,210.0,240.0,0.0,1870.0,190.0,340.0,530.0,0.0,140.0,0.0,300.0,520.0,200.0,0.0,0.0,180.0,0.0,1880.0,0.0
1185,514072,"Molding, Coremaking, and Casting Machine Setters, Operators, and Tenders, Metal and Plastic","145,560","32,660","20,930","24,420","30,480","38,640","48,550",0.95,2630.0,0.0,1300.0,2050.0,8390.0,1610.0,1330.0,0.0,0.0,3240.0,4110.0,150.0,220.0,5200.0,15510.0,2530.0,1320.0,2920.0,380.0,260.0,560.0,2010.0,14120.0,2690.0,620.0,3520.0,350.0,790.0,430.0,1640.0,1250.0,260.0,3270.0,7500.0,90.0,15910.0,940.0,1320.0,5040.0,540.0,2180.0,480.0,3250.0,7360.0,1790.0,140.0,2690.0,2430.0,710.0,8330.0,60.0
1186,514080,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","117,300","36,190","22,360","27,320","34,340","43,150","53,090",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1187,514081,"Multiple Machine Tool Setters, Operators, and Tenders, Metal and Plastic","117,300","36,190","22,360","27,320","34,340","43,150","53,090",0.91,3370.0,0.0,1040.0,1690.0,5130.0,0.0,3530.0,0.0,0.0,610.0,1560.0,0.0,0.0,8540.0,3070.0,3900.0,1460.0,2270.0,200.0,190.0,390.0,2340.0,8080.0,1620.0,430.0,2450.0,0.0,1060.0,100.0,880.0,1360.0,70.0,2630.0,3770.0,390.0,13950.0,2910.0,1040.0,8450.0,610.0,2250.0,210.0,0.0,8830.0,1670.0,0.0,1330.0,770.0,220.0,7580.0,0.0
1188,514110,Tool and Die Makers,"72,210","51,610","31,790","40,810","51,060","62,130","74,230",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1189,514111,Tool and Die Makers,"72,210","51,610","31,790","40,810","51,060","62,130","74,230",0.84,760.0,0.0,470.0,480.0,3360.0,430.0,2030.0,0.0,0.0,920.0,1000.0,0.0,40.0,5260.0,4280.0,1050.0,990.0,1860.0,270.0,60.0,230.0,1050.0,12810.0,1600.0,350.0,1880.0,0.0,550.0,80.0,330.0,1020.0,30.0,2540.0,1630.0,0.0,7860.0,430.0,280.0,4260.0,280.0,1300.0,160.0,2640.0,1920.0,200.0,130.0,610.0,1260.0,80.0,3410.0,0.0
1190,514120,"Welding, Soldering, and Brazing Workers","429,650","42,010","26,580","32,330","39,110","49,150","61,470",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1191,514121,"Welders, Cutters, Solderers, and Brazers","382,730","42,450","26,800","32,590","39,390","49,550","62,100",0.94,9810.0,770.0,5230.0,4800.0,27440.0,4910.0,2240.0,420.0,50.0,12840.0,10750.0,610.0,2780.0,13080.0,14040.0,8590.0,5650.0,7640.0,15540.0,1710.0,2400.0,3050.0,12080.0,9290.0,6280.0,8120.0,1290.0,4100.0,1660.0,880.0,4090.0,1800.0,9170.0,9050.0,2200.0,17280.0,9580.0,4120.0,15820.0,1530.0,6630.0,3020.0,6830.0,53790.0,4670.0,350.0,7270.0,8060.0,2430.0,14970.0,2010.0
1192,514122,"Welding, Soldering, and Brazing Machine Setters, Operators, and Tenders","46,920","38,380","25,070","30,090","36,980","45,820","54,300",0.61,1310.0,0.0,600.0,0.0,3100.0,300.0,480.0,0.0,0.0,600.0,1270.0,50.0,160.0,1790.0,2650.0,910.0,460.0,1180.0,630.0,60.0,290.0,920.0,3120.0,880.0,1040.0,1030.0,80.0,320.0,200.0,260.0,820.0,40.0,790.0,1110.0,510.0,3020.0,810.0,280.0,4430.0,70.0,580.0,390.0,3260.0,2720.0,120.0,0.0,1730.0,200.0,0.0,1130.0,0.0
1193,514190,Miscellaneous Metal Workers and Plastic Workers,"96,910","37,090","22,120","27,030","34,740","45,170","56,600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1194,514191,"Heat Treating Equipment Setters, Operators, and Tenders, Metal and Plastic","19,780","39,010","24,580","29,970","37,180","46,610","57,290",0.91,270.0,0.0,180.0,420.0,1370.0,80.0,300.0,0.0,0.0,170.0,440.0,0.0,0.0,1540.0,1770.0,270.0,190.0,230.0,180.0,0.0,0.0,340.0,1660.0,380.0,170.0,250.0,0.0,40.0,0.0,130.0,200.0,0.0,740.0,550.0,0.0,1680.0,230.0,240.0,1470.0,50.0,450.0,0.0,410.0,1760.0,150.0,0.0,130.0,170.0,80.0,630.0,0.0
1195,514192,"Layout Workers, Metal and Plastic","9,070","47,720","29,260","36,390","45,820","56,940","66,010",0.84,680.0,0.0,130.0,60.0,690.0,30.0,0.0,0.0,0.0,110.0,170.0,0.0,0.0,40.0,250.0,80.0,770.0,50.0,380.0,250.0,0.0,40.0,190.0,140.0,0.0,210.0,0.0,0.0,0.0,0.0,50.0,0.0,110.0,70.0,0.0,150.0,0.0,50.0,250.0,0.0,0.0,0.0,180.0,580.0,60.0,0.0,550.0,590.0,0.0,60.0,0.0
1196,514193,"Plating and Coating Machine Setters, Operators, and Tenders, Metal and Plastic","35,570","33,690","21,620","25,550","31,280","39,380","50,290",0.92,650.0,0.0,450.0,210.0,5060.0,320.0,800.0,40.0,0.0,810.0,440.0,0.0,110.0,2250.0,2010.0,300.0,90.0,380.0,0.0,150.0,130.0,1110.0,2120.0,1390.0,0.0,810.0,0.0,530.0,80.0,90.0,470.0,60.0,1330.0,860.0,40.0,2430.0,470.0,480.0,1750.0,240.0,360.0,0.0,510.0,2380.0,200.0,40.0,510.0,490.0,210.0,1570.0,0.0
1197,514194,"Tool Grinders, Filers, and Sharpeners","9,550","38,860","23,320","28,320","36,650","46,860","57,590",0.88,330.0,0.0,110.0,170.0,1290.0,0.0,140.0,0.0,0.0,0.0,130.0,0.0,100.0,400.0,230.0,70.0,0.0,190.0,120.0,80.0,30.0,190.0,730.0,170.0,80.0,230.0,60.0,40.0,0.0,50.0,0.0,0.0,370.0,310.0,0.0,760.0,260.0,590.0,330.0,0.0,90.0,40.0,140.0,220.0,0.0,80.0,150.0,380.0,30.0,390.0,0.0
1198,514199,"Metal Workers and Plastic Workers, All Other","22,930","35,780","20,810","24,960","33,280","44,160","56,490",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1199,515100,Printing Workers,"255,980","37,010","21,140","26,620","35,120","45,650","56,630",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1200,515110,Printing Workers,"255,980","37,010","21,140","26,620","35,120","45,650","56,630",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1201,515111,Prepress Technicians and Workers,"33,340","40,640","23,650","30,270","38,930","49,680","60,590",0.97,290.0,0.0,350.0,230.0,3220.0,550.0,380.0,30.0,0.0,1190.0,760.0,110.0,120.0,1460.0,940.0,450.0,550.0,450.0,230.0,60.0,770.0,910.0,1050.0,1810.0,130.0,1110.0,70.0,290.0,430.0,100.0,1410.0,150.0,2120.0,680.0,60.0,1760.0,0.0,290.0,1710.0,130.0,250.0,130.0,610.0,1950.0,380.0,50.0,730.0,440.0,190.0,1720.0,0.0
1202,515112,Printing Press Operators,"169,910","37,460","21,120","26,860","35,530","46,250","57,610",0.83,2310.0,130.0,2090.0,1470.0,15340.0,2390.0,1900.0,300.0,550.0,8630.0,5850.0,300.0,560.0,9360.0,4490.0,2170.0,2730.0,3080.0,1460.0,350.0,2380.0,4040.0,4810.0,6320.0,770.0,5600.0,280.0,1720.0,1230.0,1000.0,4560.0,410.0,8960.0,4820.0,370.0,8650.0,1090.0,1790.0,9260.0,630.0,2230.0,740.0,4690.0,10350.0,1560.0,270.0,4830.0,2440.0,510.0,8010.0,150.0
1203,515113,Print Binding and Finishing Workers,"52,730","33,270","20,610","24,460","31,410","40,110","49,320",0.95,310.0,60.0,1170.0,260.0,4320.0,620.0,680.0,50.0,240.0,1770.0,1040.0,0.0,120.0,2490.0,2100.0,740.0,1050.0,1080.0,330.0,180.0,960.0,1050.0,1620.0,3700.0,130.0,1950.0,170.0,210.0,450.0,110.0,1790.0,40.0,1680.0,870.0,160.0,2830.0,200.0,650.0,3980.0,200.0,500.0,130.0,1000.0,2730.0,1070.0,0.0,1010.0,750.0,110.0,3880.0,50.0
1204,516000,"Textile, Apparel, and Furnishings Workers","582,470","26,270","18,110","20,090","23,750","30,080","38,350",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1205,516010,Laundry and Dry-Cleaning Workers,"207,710","23,210","17,580","19,020","21,510","25,300","31,460",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1206,516011,Laundry and Dry-Cleaning Workers,"207,710","23,210","17,580","19,020","21,510","25,300","31,460",0.71,2930.0,400.0,4630.0,1700.0,18580.0,3060.0,2220.0,730.0,400.0,18970.0,6590.0,1710.0,800.0,9540.0,4130.0,2270.0,2100.0,2470.0,3280.0,920.0,4610.0,5330.0,6250.0,3030.0,1630.0,4610.0,710.0,1290.0,3770.0,930.0,6850.0,1330.0,15600.0,4290.0,820.0,6430.0,2440.0,1870.0,7950.0,970.0,3190.0,1020.0,4480.0,15060.0,1750.0,490.0,5070.0,3130.0,1120.0,3650.0,630.0
1207,516020,"Pressers, Textile, Garment, and Related Materials","45,150","22,270","17,360","18,930","21,300","24,710","29,460",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1208,516021,"Pressers, Textile, Garment, and Related Materials","45,150","22,270","17,360","18,930","21,300","24,710","29,460",0.81,740.0,0.0,670.0,380.0,6960.0,640.0,680.0,40.0,110.0,3360.0,1500.0,570.0,120.0,890.0,540.0,210.0,370.0,520.0,380.0,0.0,570.0,1010.0,670.0,850.0,480.0,510.0,70.0,90.0,570.0,240.0,1350.0,250.0,2320.0,1740.0,0.0,2180.0,580.0,430.0,1190.0,280.0,920.0,50.0,740.0,6140.0,140.0,0.0,1420.0,840.0,110.0,470.0,50.0
1209,516030,Sewing Machine Operators,"139,500","25,830","18,500","20,800","23,670","29,730","37,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1210,516031,Sewing Machine Operators,"139,500","25,830","18,500","20,800","23,670","29,730","37,000",0.89,3040.0,40.0,1600.0,1000.0,27850.0,1700.0,1000.0,130.0,40.0,7430.0,4770.0,390.0,560.0,3350.0,3640.0,860.0,750.0,2640.0,690.0,690.0,930.0,2600.0,3290.0,2160.0,3800.0,2090.0,290.0,380.0,650.0,510.0,3850.0,190.0,11530.0,9470.0,160.0,3020.0,760.0,1340.0,4220.0,280.0,3210.0,280.0,3620.0,8060.0,890.0,170.0,2420.0,4320.0,170.0,2550.0,130.0
1211,516040,Shoe and Leather Workers,"11,280","26,190","17,940","19,990","24,600","30,280","37,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1212,516041,Shoe and Leather Workers and Repairers,"7,780","26,040","18,000","19,870","23,940","30,030","37,350",0.52,50.0,0.0,0.0,0.0,640.0,0.0,0.0,0.0,0.0,330.0,110.0,0.0,80.0,220.0,30.0,0.0,100.0,40.0,0.0,250.0,0.0,0.0,110.0,120.0,0.0,780.0,40.0,0.0,0.0,0.0,150.0,0.0,660.0,270.0,0.0,300.0,0.0,50.0,170.0,0.0,70.0,0.0,180.0,1470.0,130.0,0.0,180.0,120.0,0.0,280.0,0.0
1213,516042,Shoe Machine Operators and Tenders,"3,500","26,530","17,790","20,580","26,150","30,620","36,400",0.97,0.0,0.0,0.0,0.0,120.0,0.0,0.0,0.0,0.0,50.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1214,516050,"Tailors, Dressmakers, and Sewers","28,200","29,500","19,000","21,770","27,080","34,420","44,730",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1215,516051,"Sewers, Hand","6,540","25,630","18,760","20,800","24,520","29,000","34,460",0.99,110.0,0.0,0.0,0.0,1820.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130.0,0.0,70.0,0.0,90.0,0.0,0.0,200.0,140.0,50.0,0.0,0.0,0.0,40.0,0.0,0.0,260.0,30.0,990.0,150.0,0.0,50.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,880.0,0.0,0.0,50.0,30.0,0.0,0.0,0.0
1216,516052,"Tailors, Dressmakers, and Custom Sewers","21,660","30,670","19,170","22,270","28,240","36,560","46,960",0.84,260.0,0.0,200.0,130.0,2220.0,70.0,340.0,50.0,290.0,740.0,420.0,100.0,80.0,700.0,550.0,250.0,140.0,320.0,300.0,0.0,400.0,410.0,1210.0,0.0,0.0,240.0,40.0,70.0,260.0,60.0,350.0,0.0,1650.0,540.0,0.0,0.0,0.0,200.0,530.0,0.0,290.0,0.0,370.0,2220.0,300.0,0.0,990.0,1990.0,0.0,400.0,0.0
1217,516060,"Textile Machine Setters, Operators, and Tenders","77,800","28,190","20,000","22,640","27,260","31,860","38,590",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1218,516061,Textile Bleaching and Dyeing Machine Operators and Tenders,"10,860","28,480","20,810","22,700","27,270","32,710","38,700",0.97,330.0,0.0,0.0,0.0,2390.0,0.0,0.0,0.0,0.0,110.0,2140.0,0.0,0.0,180.0,0.0,0.0,40.0,0.0,0.0,60.0,0.0,440.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,120.0,0.0,90.0,2200.0,0.0,0.0,0.0,0.0,260.0,0.0,1020.0,0.0,50.0,160.0,0.0,0.0,220.0,0.0,0.0,60.0,0.0
1219,516062,"Textile Cutting Machine Setters, Operators, and Tenders","15,040","27,860","19,060","21,410","26,090","31,890","39,880",0.95,280.0,0.0,420.0,0.0,2550.0,50.0,60.0,0.0,0.0,300.0,1380.0,0.0,0.0,270.0,400.0,30.0,70.0,110.0,100.0,0.0,220.0,310.0,370.0,160.0,690.0,0.0,0.0,40.0,0.0,100.0,510.0,0.0,600.0,960.0,0.0,250.0,0.0,130.0,450.0,190.0,730.0,0.0,390.0,1270.0,180.0,0.0,340.0,150.0,0.0,260.0,0.0
1220,516063,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders","21,550","28,380","19,740","22,560","27,470","32,580","38,750",0.73,870.0,0.0,0.0,140.0,1250.0,0.0,0.0,0.0,0.0,220.0,4750.0,0.0,0.0,0.0,0.0,0.0,0.0,210.0,0.0,250.0,0.0,320.0,30.0,50.0,150.0,0.0,0.0,0.0,0.0,70.0,250.0,0.0,790.0,4420.0,0.0,170.0,0.0,0.0,830.0,0.0,3380.0,0.0,460.0,650.0,50.0,0.0,910.0,80.0,0.0,220.0,0.0
1221,516064,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders","30,340","28,110","20,230","23,400","27,500","31,260","37,880",0.96,2490.0,0.0,0.0,0.0,340.0,0.0,0.0,0.0,0.0,110.0,10690.0,0.0,0.0,0.0,80.0,0.0,0.0,0.0,0.0,200.0,0.0,330.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,140.0,0.0,310.0,7930.0,0.0,60.0,0.0,0.0,660.0,130.0,3230.0,0.0,370.0,310.0,0.0,0.0,1270.0,270.0,0.0,0.0,0.0
1222,516090,"Miscellaneous Textile, Apparel, and Furnishings Workers","72,820","35,030","20,800","24,980","32,400","41,470","53,180",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1223,516091,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers","19,340","35,420","22,310","27,340","34,240","41,910","49,810",0.88,340.0,0.0,0.0,0.0,1550.0,0.0,40.0,0.0,0.0,380.0,3120.0,0.0,0.0,880.0,410.0,0.0,310.0,280.0,0.0,90.0,0.0,150.0,0.0,50.0,340.0,30.0,0.0,0.0,0.0,150.0,40.0,0.0,0.0,2490.0,0.0,720.0,310.0,40.0,240.0,50.0,1970.0,0.0,660.0,920.0,60.0,0.0,720.0,410.0,250.0,480.0,0.0
1224,516092,Fabric and Apparel Patternmakers,"5,310","48,460","23,670","30,740","39,650","64,840","86,960",0.0049,0.0,0.0,0.0,0.0,1500.0,80.0,0.0,0.0,0.0,130.0,70.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,40.0,50.0,30.0,0.0,0.0,130.0,0.0,0.0,0.0,0.0,80.0,0.0,1120.0,290.0,0.0,0.0,0.0,50.0,110.0,0.0,100.0,0.0,0.0,100.0,0.0,0.0,30.0,60.0,0.0,0.0,0.0
1225,516093,Upholsterers,"32,520","34,640","20,860","26,030","33,050","40,670","51,260",0.39,200.0,0.0,450.0,440.0,3560.0,280.0,150.0,140.0,0.0,1450.0,880.0,0.0,140.0,990.0,1920.0,260.0,90.0,110.0,50.0,40.0,270.0,350.0,480.0,0.0,3520.0,850.0,30.0,70.0,280.0,90.0,310.0,60.0,1520.0,5540.0,0.0,810.0,280.0,430.0,730.0,70.0,250.0,40.0,910.0,1920.0,120.0,0.0,880.0,460.0,0.0,320.0,0.0
1226,516099,"Textile, Apparel, and Furnishings Workers, All Other","15,650","30,830","19,130","21,270","25,890","36,880","52,300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1227,517000,Woodworkers,"250,870","32,170","20,510","24,130","30,210","38,170","48,030",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
